1140874420,quinine,5.4.1
1140876136,beconase 50micrograms nasal spray,3.2
1140926606,salbutamol 100micrograms spacehaler,3.1.1
1140861806,aspirin 75mg tablet,2.9
1141192410,rosuvastatin,2.12
1140923350,co-dydramol,4.7.1
1141174520,symbicort 100/6 turbohaler,3.2
1140862382,becotide 50 inhaler,3.2
1140870788,calcium salts,9.5.1
1140874930,prednisolone,6.3.2
1141192736,ezetimibe,2.12
1140866122,bendrofluazide,2.2.1
1140870390,ferrous sulphate,9.1.1
1140888648,pravastatin,2.12
1140869848,methotrexate,10.1.3
1140865354,gaviscon liquid,1.1.2
1140884444,codeine,3.9.1
1141150944,nasonex 0.05% aqueous nasal spray,3.2
1140879428,mebeverine,1.2
1140872228,gabapentin,4.8.1
1141145660,valsartan,2.5.5
1140888098,fluticasone,3.2
1140867878,sertraline,4.3.3
1140916282,venlafaxine,4.3.4
1140868408,premarin 625micrograms tablet,6.4.1
1140876076,flixonase 50micrograms aqueous nasal spray,3.2
1140884654,beclomethasone,3.2
1141167594,qvar 50 inhaler,3.2
1140868550,finasteride,6.4.2
1140870954,vitamin d product,9.6.4
1140871112,vitamin e product,9.6.5
1140866078,indapamide,2.2.1
1199,food supplement/plant/herbal extract,9.12
1140863144,zopiclone,4.1.1
1140909806,dosulepin,4.3.1
1140884464,dihydrocodeine,4.7.2
1141177526,esomeprazole,1.3.5
1141146428,fexofenadine,3.4.1
1140870164,tamoxifen,8.3.4
1140860954,isosorbide mononitrate,2.6.1
1140867888,paroxetine,4.3.3
1140870570,vitamin b12 preparation,9.1.2
1140879464,loperamide,1.4.2
1140910766,nicorandil,2.6.3
1140925800,movicol oral powder,1.6.4
1140888386,iron product,9.1.1
1141171948,adcal 600mg chewable tablet,9.5.1
1140888688,betahistine,4.6
1140862086,salamol 100micrograms inhaler,3.1.1
1140860834,glyceryl trinitrate,2.6.1
1140883748,selenium product,13.9
1140868472,vagifem 25mcg pessary,6.4.1
1141152732,mirtazapine,4.3.4
1140873548,oxytetracycline,5.1.3
1141146198,xalatan 0.005% eye drops,11.6
1140926732,meloxicam,10.1.1
1140884412,sumatriptan,4.7.4
1140863152,diazepam,4.1.2
1140874852,thyroxine sodium,6.2.1
1140862476,beclazone 50 inhaler,3.2
1140865800,lactulose product,1.6.4
1141153026,lercanidipine,2.6.2
1140862148,serevent 25mcg inhaler,3.1.1
2038459814,digoxin,2.1.1
1140862144,salmeterol,3.1.1
1141182628,tiotropium,3.1.2
1141182800,cerazette 75micrograms tablet,7.3.2
1140861088,nifedipine,2.6.2
1140879774,alfuzosin,7.4.1
1140861090,adalat 5mg capsule,2.6.2
1140851812,gtn 400micrograms spray,2.6.1
1140865010,viscotears liquid eye gel,11.8.1
1140870856,calcichew 1.25g chewable tablet,9.5.1
1141200004,pregabalin,4.8.1
1140883568,oxybutynin,7.4.2
1140862168,bricanyl 250mcg inhaler,3.1.1
1141146188,latanoprost,11.6
1141171646,pioglitazone,6.1.2
1140872072,tegretol 100mg tablet,4.8.1
1197,evening primrose oil product,13.2.1
1140869930,azathioprine,8.2.1
1140862572,budesonide,3.2
1140879430,domperidone,4.6
1140879806,diltiazem,2.6.2
1141180036,fybogel orange s/f granules,1.6.1
1140888172,mometasone,3.2
1140927328,terbinafine,13.10.2
1140865716,senna,1.6.2
1140863202,temazepam,4.1.1
1141157126,montelukast product,3.3.2
1141168326,kliovance 1mg/0.5mg tablet,6.4.1
1141162764,tolterodine l-tartrate,7.4.2
1140861128,tildiem 60mg m/r tablet,2.6.2
1141156644,elleste duet conti tablet,6.4.1
1141168936,sildenafil,7.4.5
1141175684,risedronate sodium,6.6.2
1140866236,spironolactone,2.2.3
1141192916,rino clenil 50micrograms nasal spray,3.2
1140879818,metoprolol,2.4
1140909702,sulfasalazine,1.5.1
1140929012,pantoprazole,1.3.5
1141181700,estradiol product,6.4.1
1141192740,ezetrol 10mg tablet,2.12
1140922804,premique 0.625mg/5mg tablet,6.4.1
1140874896,hydrocortisone,13.4
1140875990,hypromellose,11.8.1
1140861778,dipyridamole,2.9
1141164086,salmeterol+fluticasone propionate,3.1.1
1141146606,calcium carbonate+cholecalciferol 1.25g/200iu tablet,9.5.1
1141168584,rabeprazole sodium,1.3.5
1140888510,verapamil,2.6.2
1141200322,solifenacin,7.4.2
1141180212,escitalopram,4.3.3
1140866116,frusemide,2.2.2
1140923022,arimidex 1mg tablet,8.3.4
1140868482,tibolone,6.4.1
1201,st john's wort/hypericum [ctsu],19.2.3
1140923852,elleste-solo 1mg tablet,6.4.1
1141177532,nexium 20mg tablet,1.3.5
1140888570,flecainide,2.3.2
1140923670,gtn - glyceryl trinitrate,2.6.1
1140864286,flixotide 25micrograms inhaler,3.2
1140878226,diprobase cream,13.2.1
1140872200,epilim 100mg crushable tablet,4.8.1
1140921814,mirena 52mg intrauterine system,7.3.2
1140911658,imigran 50mg tablet,4.7.4
1140922562,femoston 1/10 tablet,6.4.1
1141166006,telmisartan,2.5.5
1140874790,betamethasone,13.4
1140884308,hydroxychloroquine,10.1.3
1140916790,evorel 25 patch,6.4.1
2038459704,carbamazepine,4.8.1
1141157486,salbutamol product,3.1.1
1140862628,piriton 4mg tablet,3.4.1
1140881472,lacri-lube eye ointment,13.2.1
1140862574,pulmicort ls 50micrograms inhaler,3.2
1141162824,detrusitol 1mg tablet,7.4.2
1140882782,dermovate cream,13.4
1140879854,sotalol,2.4
1140857636,prempak 0.625 tablet,6.4.1
1140926592,estraderm mx 25 patch,6.4.1
1140879792,terbutaline,3.1.1
1140883664,pizotifen,4.7.4
1140865350,fybogel mebeverine sachet,1.2
1141177600,rosiglitazone,6.1.2
1140865580,asacol 400mg e/c tablet,1.5.1
1141182632,spiriva 18micrograms inhalation capsule,3.1.2
1140923336,co-tenidone,2.4
1140921822,mirena 20mcg/24hrs intrauterine system,7.3.2
1140865578,mesalazine,1.5.1
1140869180,microgynon 30 tablet,7.3.1
1140861954,fenofibrate,2.12
1140888366,thiamine preparation,9.6.2
1140871266,arthrotec tablet,10.1.1
1140869276,micronor tablet,6.4.1
1140868170,prochlorperazine,4.6
1140879634,trazodone,4.3.1
1140861832,tranexamic acid,2.11
1141188146,simvador 10mg tablet,2.12
1141172924,desloratadine,3.4.1
1140867876,prozac 20mg capsule,4.3.3
1140882946,livial 2.5mg tablet,6.4.1
1141187810,tadalafil,7.4.5
1141181868,omacor 1g capsule,2.12
1140882236,seroxat 20mg tablet,4.3.3
1140911682,selenium ace tablet,13.9
1141168554,migraleve tablet,4.7.4
1140883468,clonidine,2.5.2
1140868372,climaval 1mg tablet,6.4.1
1140872290,lamotrigine,4.8.1
1141176570,fosamax 5mg tablet,6.6.2
1141193282,olmesartan,2.5.5
1140928916,olanzapine,4.2.1
1141167334,colofac-100 tablet,1.2
1140879494,metoclopramide,4.6
1141179992,dovobet ointment,13.5.2
1140883548,ipratropium,3.1.2
1140921828,dicloflex 25mg e/c tablet,10.1.1
1141168680,orlistat,4.5.1
1140909874,vitamin b6 preparation,9.6.2
1141172928,neoclarityn 5mg tablet,3.4.1
1141151718,evorel conti patch,6.4.1
1141179974,cozaar 25mg tablet,2.5.5
1141156846,amias 2mg tablet,2.5.5
1140875420,baclofen,10.2.2
1140871542,mefenamic acid,10.1.1
1140861276,lacidipine,2.6.2
1140882800,eumovate cream,13.4
1140923018,anastrozole,8.3.4
1141176662,celecoxib,10.1.1
1140873966,trimethoprim,5.1.8
1141200384,vesicare 5mg tablet,7.4.2
1141152590,glimepiride,6.1.2
1140870862,calcichew forte 2.5g chewable tablet,9.5.1
1140874686,glucophage 500mg tablet,6.1.2
1140872198,sodium valproate,4.8.1
1140862236,atrovent 20micrograms inhaler,3.1.2
1140865396,buscopan 10mg tablet,1.2
1141145668,diovan 40mg capsule,2.5.5
1140861924,bezafibrate,2.12
1140860840,nitrolingual 400micrograms spray,2.6.1
1140867490,lithium product,4.2.3
1140923402,co-amilofruse,2.2.4
1140873394,doxycycline,5.1.3
1140861138,adizem-60 m/r tablet,2.6.2
1141169520,cosopt 2%/0.5% eye drops,11.6
1140870956,alfacalcidol,9.6.4
1140865752,ispaghula husk,1.6.1
1141180314,ibandronic acid,6.6.2
2038460076,phenytoin,4.8.1
1141171152,cardicor 1.25mg tablet,2.4
1141168684,xenical 120mg capsule,4.5.1
1141200564,duloxetine,4.3.4
1141150624,zomig 2.5mg tablet,4.7.4
1141150620,zolmitriptan,4.7.4
1140928284,moxonidine,2.5.2
1141157252,glyceryl trinitrate product,2.6.1
1141168752,peptac liquid,1.1.2
1141153006,aprovel 75mg tablet,2.5.5
1141180140,etoricoxib,10.1.1
1140879404,docusate sodium,1.6.2
1141190158,cipralex 5mg tablet,4.3.3
1140888502,amiodarone,2.3.2
1141164276,nebivolol,2.4
1140910494,b12 - hydroxocobalamin prep,9.1.2
1140865416,colpermin 0.2ml m/r gel e/c capsule,1.2
1140861120,coracten sr 10mg m/r capsule,2.6.2
1141173348,hydroxocobalamin,9.1.2
1141151016,losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet,2.5.5
1141172918,celluvisc 1% single-use eye drops,11.8.1
1140909788,sodium cromoglicate,3.3.1
1140862776,clarityn 10mg tablet,3.4.1
1140927086,arthrotec 50 tablet,10.1.1
1140874866,carbimazole,6.2.2
1140881702,adalate 10mg capsule,2.6.2
1140866280,bumetanide,2.2.2
1141180226,amoxicillin,5.1.1
1140874370,aciclovir,5.3.2
1141176668,celebrex 100mg capsule,10.1.1
1140910832,sodium warfarin,2.8.2
1141175690,actonel 5mg tablet,6.6.2
1141192000,dutasteride,6.4.2
1140923348,co-proxamol,4.7.1
1141167932,rizatriptan,4.7.4
1141145896,letrozole,8.3.4
1140865426,cimetidine,1.3.1
1140867726,lofepramine,4.3.1
1140917056,kliofem tablet,6.4.1
1140869034,ortho-gynest 500micrograms pessary,7.2.1
1140875840,timolol 0.25% eye drops,11.6
1140909578,losec 10mg capsule,1.3.5
1140882394,paracetamol + codeine,4.7.1
1140879866,timolol,11.6
1140872150,clonazepam,4.8.1
1141179920,lumigan 0.3mg/ml eye drops,11.6
1140871688,solpadol caplet,4.7.1
1140926922,antihistamine 60mg tablet,3.4.1
1140909368,carvedilol,2.4
1140869362,femulen tablet,7.3.2
1140909766,multivitamins capsule,9.6.7
1141185326,travatan 40micrograms/ml eye drops,11.6
1140926780,adizem-xl plus m/r capsule,2.6.2
1141151284,naratriptan,4.7.4
1140871188,etodolac,10.1.1
1141157132,singulair 10mg tablet,3.3.2
1140873608,erythromycin,5.1.5
1140869278,noriday tablet,6.4.1
1141194386,telfast 30 tablet,3.4.1
1140911754,anadin tablet,10.1.1
1140928274,ropinirole,4.9.1
1140857620,depo-provera 50mg/1ml injection,8.3.2
1141157294,hydrocortisone product,13.4
1141179914,bimatoprost,11.6
1140871472,naprosyn 250mg tablet,10.1.1
1141195232,budesonide+formoterol,3.2
1140869036,ovestin 0.1% vaginal cream,7.2.1
1140871732,buprenorphine,4.7.2
1141180342,beclometasone dipropionate+salbutamol,3.2
1140923688,zoton 15mg capsule,1.3.5
1140872112,epanutin 25mg capsule,4.8.1
1141151288,naramig 2.5mg tablet,4.7.4
1140864950,bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet,2.4
1140888092,elocon cream,3.2
1141180936,calcium carbonate+colecalciferol 1.25g/5micrograms tablet,9.5.1
1140882910,daktacort cream,13.4
1141192414,crestor 10mg tablet,2.12
1140879620,clomipramine,4.3.1
1140878036,diclofenac sodium+misoprostol,10.1.1
1140868532,testosterone product,6.4.2
1140868364,prednisone,6.3.2
1140867818,nortriptyline,4.3.1
1140909482,opticrom allergy eye drops,3.3.1
1140865016,zolpidem,4.1.1
1140865588,pentasa sr 250mg m/r tablet,1.5.1
1140909936,indometacin,10.1.1
1140865336,spasmonal 60mg capsule,1.2
1141168574,raloxifene hydrochloride,6.4.1
1141152848,quetiapine,4.2.1
1141146612,calceos chewable tablet,9.6.4
1140868172,stemetil 5mg tablet,4.6
1140867504,priadel 200mg m/r tablet,4.2.3
1141199858,cardioplen xl 5mg m/r tablet,2.6.2
1140882498,penicillin,5.1.1
1140874126,nitrofurantoin,5.1.13
1140884700,trimovate ointment,13.4
1140927730,epaderm ointment,13.1.1
1141187814,cialis 10mg tablet,7.4.5
1140880086,calcipotriol,13.5.2
1140871692,morphine,4.7.2
1141191748,respiratory mometasone,3.2
1141184748,levocetirizine,3.4.1
1141193346,olmetec 10mg tablet,2.5.5
1140863182,nitrazepam,4.1.1
1140879424,alverine,1.2
1140877892,voltarol emulgel,10.1.1
1140881882,timoptol 0.25% eye drops,11.6
1140860904,trandolapril,2.5.5
1141187776,nurofen 200mg tablet,10.1.1
1141157264,salmeterol product,3.1.1
1140871336,indomethacin,10.1.1
1140923484,topiramate,4.8.1
1140861780,persantin 25mg tablet,2.9
1141168590,pariet 10mg e/c tablet,1.3.5
1140909790,chlorphenamine,3.4.1
1141171336,eprosartan,2.5.5
1140923276,co-amilozide,2.2.4
1140862944,carbocisteine,3.7
1140868580,norethisterone,6.4.1
1140870196,zoladex 3.6mg implant,8.3.4
1140865670,salazopyrin 500mg tablet,1.5.1
1141174032,doublebase gel,13.2.1
1140870306,iron+folic acid,9.1.1
1140888762,ismn - isosorbide mononitrate,2.6.1
1141180392,cefalexin,5.1.2
1140866026,creon e/c granules in capsule,1.9.4
1140862380,becloforte 250micrograms inhaler,3.2
1141168122,solpadol capsule,4.7.1
1141157458,hypromellose product,11.8.1
1140865668,sulphasalazine,1.5.1
1140867444,risperidone,4.2.1
1140864196,climagest 1mg tablet,6.4.1
1140873474,lymecycline,5.1.3
1140864184,dovonex 50micrograms/g cream,13.5.2
1141184726,xalacom 0.005%/0.5% eye drops,11.6
1140916980,zantac 75 tablet,1.3.1
1140883524,cinnarizine,4.6
1140860690,cardura 1mg tablet,2.5.4
1140879630,imipramine,4.3.1
1140875486,colchicine,10.1.4
1140888758,penicillin v,5.1.1
1140882728,otomize ear spray,5.1.4
1140865564,imodium 2mg capsule,1.4.2
1141176288,azopt 10mg/ml eye drops,11.6
1140877630,calcium+ergocalciferol tablet,9.6.4
1140888594,fluvastatin,2.12
1140917034,airomir 100micrograms cfc-free inhaler,3.1.1
1140865414,peppermint oil product,1.2
1141167940,maxalt 5mg tablet,4.7.4
1140916288,efexor 37.5mg tablet,4.3.4
1140883968,carmellose,21.30
1140925978,mycophenolate,8.2.1
1140862438,uniphyllin continus 200mg m/r tablet,3.1.3
1141171496,trospium,7.4.2
1140884622,oestrogen product,6.4.1
1141181594,estriol product,7.2.1
1141164060,pramipexole,4.9.1
1140871680,tylex capsule,4.7.1
1141168322,plavix 75mg tablet,2.9
1140888556,fosinopril,2.5.5
1140911642,tacrolimus,8.2.2
1140860750,captopril,2.5.5
1140910548,iron sulphate,9.1.1
1140881474,normacol granules,1.6.1
1141171100,exemestane,8.3.4
1141169844,dexamethasone+hypromellose 0.1%/0.5% eye drops,5.1.4
1141145638,nasobec aqueous 50micrograms nasal spray,3.2
1140882618,diprosalic ointment,13.4
1140865786,bisacodyl,1.6.2
1140851088,senokot 7.5mg tablet,1.6.2
1141171932,levetiracetam,4.8.1
1141166294,leflunomide,10.1.3
1140861166,dilzem sr 60mg long acting m/r capsule,2.6.2
1140860728,quinapril,2.5.5
1140910814,sodium thyroxine,6.2.1
1140888390,ferrous salt product,9.1.1
1140871052,calcium carbonate+cholecalciferol 1.25g/5micrograms tablet,9.5.1
1140875336,nabumetone,10.1.1
1140926940,flomax mr 400micrograms m/r capsule,7.4.1
1140884672,fludrocortisone,6.3.1
1141146508,nasacort 55micrograms aqueous nasal spray,13.4
1140875392,plaquenil 200mg tablet,10.1.3
1140871196,lodine 200mg tablet,10.1.1
1141195044,hydroxycarbamide,9.1.3
1140868458,hormonin tablet,6.4.1
1141189090,rosiglitazone 1mg / metformin 500mg tablet,6.1.2
1141185316,travoprost,11.6
1140923738,femseven 50 patch,6.4.1
1140869324,loestrin 20 tablet,7.3.1
1140864734,combivent inhaler,3.1.1
1140883476,procyclidine,4.9.2
1140868460,progynova 1mg tablet,6.4.1
1141153032,zanidip 10mg tablet,2.6.2
1141176284,brinzolamide,11.6
1141194224,allergy relief antihistamine 4mg tablet,3.4.1
1140909872,vitamin b1 preparation,9.6.2
1140873480,minocycline,5.1.3
1140868518,nuvelle tablet,6.4.1
1140878186,liquifilm tears 1.4% eye drops,11.8.1
1141168108,isotard 25xl m/r tablet,2.6.1
1141188658,asacol mr 400mg e/c tablet,1.5.1
1141189094,avandamet 1mg / 500mg tablet,6.1.2
1141178052,zapain caplet,4.7.1
1141193272,testogel 50mg gel 5g sachet,6.4.2
1140888512,amiloride,2.2.3
1140881446,proctosedyl ointment,13.4
1140868080,cyclizine,4.6
1140873476,tetralysal 300 capsule,5.1.3
1140869176,logynon tablet,7.3.1
1141176670,celebrex 200mg capsule,10.1.1
1141157402,prednisolone product,6.3.2
1140872492,nicotine product,4.10.2
1140926430,climesse tablet,6.4.1
1140862060,ventolin 2mg tablet,3.1.1
1140874014,metronidazole,5.1.11
1141187818,cialis 20mg tablet,7.4.5
1141180148,arcoxia 60mg tablet,10.1.1
1140872694,flucloxacillin,5.1.1
1140876146,rhinocort 50micrograms nasal spray,3.2
1140874138,ciprofloxacin,5.1.12
1141157178,senna product,1.6.2
1140860976,imdur 60mg durule,2.6.1
1140862266,phyllocontin continus 225mg m/r tablet,3.1.3
1140868426,triamcinolone,13.4
1140852756,vitamin a,9.6.1
1140879798,terazosin,7.4.1
1140869346,cilest tablet,7.3.1
1140866800,half-inderal la 80mg m/r capsule,2.4
1140875632,movelat gel,10.3.2
1140864952,lisinopril+hydrochlorothiazide 10mg/12.5mg tablet,2.5.5
1140861202,istin 5mg tablet,2.6.2
1140865872,magnesium citrate,1.6.5
1140864472,xatral 2.5mg tablet,7.4.1
1140863302,lorazepam,4.1.2
1140923572,adipine mr 10 m/r tablet,2.6.2
1140922806,premique cycle 10mg tablet,6.4.1
1140860802,coversyl 2mg tablet,4.7.2
1140879658,chlorpromazine,4.2.1
1140871666,piroxicam,10.1.1
1140911698,slozem 120mg m/r capsule,2.6.2
1140879628,dothiepin,4.3.1
1140868588,progesterone product,6.4.1
1141166200,implanon 68mg subdermal implant,7.3.2
1140879392,manevac granules,1.6.2
1140872036,paramax tablet,4.7.4
1140862952,mucodyne 375mg capsule,3.7
1141200108,cymalon cranberry 1.5g/5ml liquid,7.4.3
1140917428,angitil sr 90 m/r capsule,2.6.2
1140910498,flu - influenza vaccine,14.4
1140865654,codeine phosphate+kaolin 10mg/3g/10ml mixture,3.9.1
1141151946,cipramil 10mg tablet,4.3.3
1140910512,ismo - isosorbide mononitrate,2.6.1
1140883656,hydroxyzine,3.4.1
1141190960,tramacet 325mg/37.5mg tablet,4.7.2
1141168946,viagra 50mg tablet,7.4.5
1140884696,clobetasone,13.4
1140873642,azithromycin,5.1.5
1141179764,tenofovir,5.3.1
1140909954,acyclovir,5.3.2
1141190160,vascalpha 5mg m/r tablet,2.6.2
1141164872,sinemet-62.5 tablet,4.9.1
1140928878,zumenon 1mg tablet,6.4.1
1140881320,magnesium carbonate,1.1.1
1141166086,rennie duo oral suspension,9.5.1
1140870488,forceval capsule,9.4.1
1141200072,lyrica 25mg capsule,4.8.1
1141173328,ursodeoxycholic acid,1.9.1
1140928004,zimovane ls 3.75mg tablet,4.1.1
1140868772,didronel 200mg tablet,6.6.2
1141172686,coaprovel 150mg/12.5mg tablet,2.5.5
1141168948,viagra 100mg tablet,7.4.5
1141167708,beclomist 50micrograms nasal spray,3.2
1141168944,viagra 25mg tablet,7.4.5
1140927320,dermol 500 lotion,13.2.1
1140888362,pyridoxine preparation,9.6.2
1140867998,motilium 10mg tablet,4.6
1141157494,ispaghula husk product,1.6.1
1140865394,hyoscine butylbromide,1.2
1141200708,strontium product,6.6.2
1140869164,mercilon tablet,7.3.1
1140922714,dorzolamide,11.6
1140872338,madopar 62.5 capsule,4.9.1
1140869370,norgeston tablet,7.3.2
1140861936,questran 4g/sachet powder,2.12
1141171940,keppra 250mg tablet,4.8.1
1140871506,ketoprofen,10.1.1
1141172436,indivina 1mg/2.5mg tablet,6.4.1
1141157418,budesonide product,3.2
1141150750,brimonidine tartrate,11.6
1140865382,merbentyl 10mg tablet,1.2
1141195224,formoterol,3.1.1
1141174508,reductil 10mg capsule,4.5.2
1141172838,depakote 250mg e/c tablet,4.8.1
1140878172,tears naturale eye drops,11.8.1
1141168578,evista 60mg tablet,6.4.1
1140870512,cyanocobalamin product,9.1.2
2038460068,phenobarbitone,4.8.1
1141180662,zirtek allergy 10mg tablet,3.4.1
1141172492,micardis 20mg tablet,2.5.5
1140880072,gamolenic acid,13.5.1
1141172698,monomax xl 60mg m/r tablet,2.6.1
1140879644,amantadine,4.9.1
1140868064,serc-8 tablet,4.6
1141153242,balsalazide disodium,1.5.1
1140877826,sodium bicarbonate,9.2.2
1140873450,tetracycline,5.1.3
1140912212,menophase tablet,6.4.1
1140882272,oramorph 10mg/5ml oral solution,4.7.2
1141167206,oestrogel 0.06% gel,6.4.1
1141145630,nitromin 400micrograms cfc-free spray,2.6.1
1141188594,humira 40mg injection solution 0.8ml prefilled syringe,10.1.3
1140879762,celiprolol,2.4
1140862770,zirtek 10mg tablet,3.4.1
1141180150,arcoxia 90mg tablet,10.1.1
1140865816,anusol cream,1.7.1
1141192248,vardenafil,7.4.5
1141164068,mirapexin 0.088mg tablet,4.9.1
1140874718,glibenclamide,6.1.2
1140860790,enalapril maleate+hydrochlorothiazide 20mg/12.5mg tablet,2.5.5
1141167848,asasantin retard m/r capsule,2.9
1141187230,care cetirizine hayfever relief 10mg tablet,3.4.1
1141151018,cozaar-comp 50mg/12.5mg tablet,2.5.5
1140888074,clobetasol,13.4
1140878530,canesten 1% cream,7.2.2
1140865000,zydol 50mg capsule,4.7.2
1140912228,b12 - cyanocobalamin prep,9.1.2
1141200768,protelos 2g sachets,6.6.2
1140913292,synalar 1:10 cream,13.4
1140884560,nefopam,4.7.1
1140866466,securon 40mg tablet,2.6.2
1140878184,sno-tears eye drops,11.8.1
1141172682,irbesartan+hydrochlorothiazide 150mg/12.5mg tablet,2.5.5
1141171038,oxycodone hydrochloride,4.7.2
1140910706,phenobarbital,4.8.1
1140874816,dexamethasone,6.3.2
1141168650,solpadeine capsule,4.7.1
1140883520,chlorpheniramine,3.4.1
1140880288,clotrimazole,7.2.2
1140866804,inderal 10mg tablet,2.4
1141178036,eltroxin 25micrograms tablet,6.2.1
1140864070,kapake tablet,4.7.1
1140854076,macrogol ointment,1.6.4
1140880956,fentanyl,4.7.2
1140878512,capasal shampoo,13.5.2
1140871984,dixarit 25mcg tablet,2.5.2
1140879782,indoramin,2.5.4
1140868816,desmopressin,6.5.2
1140868192,buccastem 3mg tablet,4.6
1140884512,liothyronine,6.2.1
1140883706,nedocromil,3.3.1
1140867948,amitriptyline hydrochloride+perphenazine 10mg/2mg tablet,4.3.1
1140882112,co-careldopa,4.9.1
1140872058,migril tablet,4.7.4
1140870504,hydroxocobalamin product,9.1.2
1140864566,cabergoline,4.9.1
1140869162,marvelon tablet,7.3.1
1141172728,almotriptan,4.7.4
1140872590,phenoxymethylpenicillin,5.1.1
1140868456,oestradiol product,6.4.1
1141194800,bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet,2.2.1
1141187304,codipar caplet,4.7.1
1141164616,protium 20mg e/c tablet,1.3.5
1140888176,mometasone furoate 0.1% ointment,3.2
1140882722,maxidex eye drops,5.1.4
1140864966,salbutamol+ipratropium 100micrograms/20micrograms inhaler,3.1.1
1140861008,isosorbide dinitrate,2.6.1
1141192004,avodart 500micrograms capsule,6.4.2
1141157324,loratadine product,3.4.1
1140911750,deep relief ibuprofen gel,10.1.1
1141146378,natrilix sr 1.5mg m/r tablet,2.2.1
1140878498,polytar liquid,13.5.2
1140881938,beclomethasone dipropionate+salbutamol,3.2
1140855380,salbuvent 100micrograms inhaler,3.1.1
1141185986,cetraben emollient cream,13.2.1
1141169516,dorzolamide+timolol,11.6
1140878378,dovonex 50micrograms/g ointment,13.5.2
1140876384,glandosane plain spray,12.3.5
1140862760,acrivastine,3.4.1
1141145900,femara 2.5mg tablet,8.3.4
1140873634,clarithromycin,5.1.5
1141180592,perindopril+indapamide,4.7.2
1141150754,alphagan 0.2% eye drops,11.6
1140921088,tridestra tablet,6.4.1
1141202030,estradot 25micrograms patch,6.4.1
1141173872,cetraben cream,13.2.1
1140864618,zestoretic 10 tablet,2.5.5
1140928384,ritonavir,5.3.1
1141191312,calfovit d3 powder for oral suspension,9.6.4
1141168648,solpadeine tablet,4.7.1
1141153236,oxis 6micrograms turbohaler,3.1.1
1140917450,oestrogel 1.25g gel,6.4.1
1140875630,movelat cream,10.3.2
1140868406,conjugated oestrogens,6.4.1
1140868120,trifluoperazine,4.2.1
1141157364,metronidazole product,5.1.11
1140910884,dovonex scalp solution,13.5.2
1140882374,co-amoxiclav,5.1.1
1140868538,sustanon 100 oily injection,6.4.2
1140865762,regulan 3.6g/sachet powder,1.6.1
1140862810,phenergan 10mg tablet,3.4.1
1140870932,ascorbic acid product,9.6.3
1141180598,coversyl plus 4mg/1.25mg tablet,4.7.2
1141151368,sandrena 0.5mg gel,6.4.1
1140888438,glucose product,6.1.6
1140871138,vitamin k product,9.6.6
1140865618,nizatidine,1.3.1
1141195836,dermol cream,13.2.1
1141162544,lipantil micro 67mg capsule,2.12
1141153490,amisulpride,4.2.1
1141194852,dicycloverine,1.2
1141194810,atenolol+bendroflumethiazide,2.4
1141179830,piriteze 10mg tablet,3.4.1
1141162526,benadryl allergy relief 8mg capsule,3.4.1
1141157412,ibuprofen product,10.1.1
1140917306,bicalutamide,8.3.4
1140909780,colestyramine,2.12
